"","X","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","event.notes","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","notes","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter"
"6471",6471,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",59,"TL",NA,NA,NA,NA,0,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
"6472",6472,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",71,"TL",NA,NA,NA,NA,0,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"6473",6473,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"6474",6474,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
"6475",6475,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"TL",NA,NA,NA,NA,0,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
"6476",6476,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",57,"TL",NA,NA,NA,NA,0,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
"6477",6477,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",71,"TL",NA,NA,NA,NA,0,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
"6478",6478,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
"6479",6479,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
"6480",6480,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",57,"TL",NA,NA,NA,NA,0,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
"6481",6481,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
"6482",6482,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",52,"TL",NA,NA,NA,NA,0,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
"6483",6483,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",61,"TL",NA,NA,NA,NA,0,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
"6484",6484,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",69,"TL",NA,NA,NA,NA,0,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
"6485",6485,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"TL",NA,NA,NA,NA,0,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA
"6486",6486,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"TL",NA,NA,NA,NA,0,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
"6487",6487,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
"6488",6488,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
"6489",6489,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
"6490",6490,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
"6491",6491,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"TL",NA,NA,NA,NA,0,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
"6492",6492,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",56,"TL",NA,NA,NA,NA,0,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA
"6493",6493,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",64,"TL",NA,NA,NA,NA,0,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
"6494",6494,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",71,"TL",NA,NA,NA,NA,0,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"6495",6495,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA
"6496",6496,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",71,"TL",NA,NA,NA,NA,0,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
"6497",6497,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",76,"TL",NA,NA,NA,NA,0,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA
"6498",6498,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",67,"TL",NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
"6499",6499,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"6500",6500,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",67,"TL",NA,NA,NA,NA,0,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
"6501",6501,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
"6502",6502,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
"6503",6503,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
"6504",6504,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
"6505",6505,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"TL",NA,NA,NA,NA,0,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
"6506",6506,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
"6507",6507,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
"6508",6508,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",76,"TL",NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
"6509",6509,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"TL",NA,NA,NA,NA,0,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA
"6510",6510,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
"6511",6511,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
"6512",6512,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA
"6513",6513,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",52,"TL",NA,NA,NA,NA,0,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
"6514",6514,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",72,"TL",NA,NA,NA,NA,0,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
"6515",6515,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA
"6516",6516,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",61,"TL",NA,NA,NA,NA,0,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA
"6517",6517,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",64,"TL",NA,NA,NA,NA,0,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA
"6518",6518,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",67,"TL",NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
"6519",6519,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"TL",NA,NA,NA,NA,0,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
"6520",6520,2012,"2012-08-27","DY1203",3,20120303042,"CAN","S","S",0,"56.5-165",2,"Bering Sea","SEBS",56.4788,-165.0308,"fished trawl loose to pick up acoustic layer. Water speed 3.6 knots",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
"6521",6521,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"6522",6522,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"6523",6523,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",57,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"6524",6524,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",56,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"6525",6525,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",71,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"6526",6526,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"6527",6527,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"6528",6528,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"6529",6529,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"6530",6530,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",77,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"6531",6531,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",69,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"6532",6532,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"6533",6533,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"6534",6534,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",52,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"6535",6535,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"6536",6536,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"6537",6537,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",54,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"6538",6538,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",51,"TL",NA,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"6539",6539,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",61,"TL",NA,NA,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"6540",6540,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"6541",6541,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"6542",6542,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",67,"TL",NA,NA,NA,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"6543",6543,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",64,"TL",NA,NA,NA,NA,0,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"6544",6544,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",55,"TL",NA,NA,NA,NA,0,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"6545",6545,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"TL",NA,NA,NA,NA,0,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"6546",6546,2012,"2012-08-28","DY1203",3,20120303043,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9763,-164.9848,"Water speed 3.8",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",68,"TL",NA,NA,NA,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
